,Link,Job Title,Company Name,Salary,Date of Posting
0,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0E1kVSxZWqg_3rwn6zUnYbszXdTQpf9L-zhTFANv_MF5ebMGTdTlA2qh2LKYAMoZ5VVvtkB0L1wiPpxuhaJmkFNgZbj3VjbMBvzmNvHyuH_QxEopPtJjquvhVN3dRGXzuSvbFyBz8VeUtTSDuqYncuILh4t2CrC4QmzCEg_kS3X8KZNLECnVstcfe8wUEbA4H-N1QQ03pMy1qzTY3mof5u8D_noR5tT8WwnvXSC3GYr6QNYPKyOx6LXiDtxdDGuZZbUskx2BWZY_kT1DYOi6Nk_B-h_xz0tGbg0xgFdE2oD2y03ygTQUTtyLTbjapeOAnk3iF7Lo1V6yX4tv7REzGhXBOMOCtVfitAsD-eUoW2SHy7sxvb3ASq8cqMNCxulR5GJooNGFDNj8A_RVQjsvKsr1Mq3XXrbhw5OlMo3oKsFvznTHbpDdSSjC-X-tFFKpeElSbsHxPeY4Volv8O4rA6e5LM2y1r6251GUFqznPqg==&p=0&fvj=0&vjs=3,Data & Analytics Developers,Infosys Limited,N/A,Posted30+ days ago
1,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0E1kVSxZWqg_3rwn6zUnYbszXdTQpf9L-zhTFANv_MF5ebMGTdTlA2qh2LKYAMoYzVb_OEEf_QqvD5C1bu4HMokIi-s6lzi1X5fCva2BbmymtxU6NDESYuGhzfUMTW9tb_ij_jb9fiiJ9yzYNGqWt4eQ-A0FnpvoXE7dIHyyPjFkPfuN7-FBdY3IYiecQRVsgy4pPQspZEqmD8BAAhPN9YlRig3_QkfOi4YlYH4iVpBi-G8kDISS_RvS9sH0-l5JwvjBPlewFfEjaIb-3PfygLpCqvJw5VZ-CeTExT9-cZN0bboiYGhQNM6PLRXaIt0GY6Dwm9eJ3oAAJtRORsgm4dbaZ2yvQGicnrX_TFUzNfhor-Tk7LDgC1iC9gRcDWxza6gD9KD-zMGhZJXofQMypE1yZAaR-MQqykPKfUDPntwkJsE9fmycdgm96crswIBXEpebV5k2L7_chIfCTicjZYwdjTc1TPpi4ftLxq85WpQ==&p=1&fvj=0&vjs=3,Healthcare Domain - Business Analyst,Infosys Limited,N/A,Posted30+ days ago
2,https://in.indeed.com/rc/clk?jk=6b8521f12eba5172&fccid=f057e04c37cca134&vjs=3,newAnalyst-Data Science,Amex,N/A,Posted30+ days ago
3,https://in.indeed.com/company/DeltaX/jobs/Digital-Marketing-Campaign-Analyst-1de27ba574259d74?fccid=1a99dfb1677266bb&vjs=3,newDigital Marketing Campaign Analyst - Freshers,DeltaX,"₹12,000 - ₹20,000 a month",Posted30+ days ago
4,https://in.indeed.com/rc/clk?jk=5c0c81e4ca7a0bb1&fccid=9e215d88a6b33622&vjs=3,newData & Reporting - Analyst,Deloitte,N/A,Posted30+ days ago
5,https://in.indeed.com/rc/clk?jk=d86d0b8bddf5e790&fccid=47d6d98c145c184f&vjs=3,newData Analytics,Infochola,N/A,Posted30+ days ago
6,https://in.indeed.com/rc/clk?jk=eeeeaccea32f4fd4&fccid=407208a60bfc4c49&vjs=3,newData Analyst,TMF Group,N/A,Posted30+ days ago
7,https://in.indeed.com/rc/clk?jk=9faec96cbb574c10&fccid=aaf3b433897ea465&vjs=3,newFinance Reference Data operations analyst,"JPMorgan Chase Bank, N.A.",N/A,Posted30+ days ago
8,https://in.indeed.com/rc/clk?jk=0c15800a75d79be3&fccid=aaf3b433897ea465&vjs=3,newApplied AI ML Analyst (Data Annotation),"JPMorgan Chase Bank, N.A.",N/A,Posted30+ days ago
9,https://in.indeed.com/rc/clk?jk=22fca149a33f9140&fccid=32928cf73b1f7855&vjs=3,Data Insights Analyst,The Better India,N/A,Posted30+ days ago
10,https://in.indeed.com/rc/clk?jk=7213363e2b2a846f&fccid=34c446722f3cf576&vjs=3,newData Analyst,Equifax,N/A,Posted30+ days ago
11,https://in.indeed.com/rc/clk?jk=cca7c3140a520225&fccid=7ec89677aafa96ae&vjs=3,Data Analyst / Data Engineer : Intern - freshers - 02 Year E...,Supersourcing,N/A,Posted30+ days ago
12,https://in.indeed.com/rc/clk?jk=a7fa3186776b6209&fccid=9e215d88a6b33622&vjs=3,newEncore - Data Management - Analyst,Deloitte,N/A,Posted30+ days ago
13,https://in.indeed.com/rc/clk?jk=fca911ca82cfccf4&fccid=c8e55b1b92c9854c&vjs=3,Junior Analyst,Flipkart,N/A,Posted30+ days ago
14,https://in.indeed.com/rc/clk?jk=c87842ae770441f4&fccid=15f43d82dc901ff2&vjs=3,newData Analyst,TARGET,N/A,Posted30+ days ago
15,https://in.indeed.com/rc/clk?jk=643b1bb83d878c93&fccid=f1d8e147024abb3f&vjs=3,Reference Data Analyst,Deutsche Bank,N/A,Posted8 days ago
16,https://in.indeed.com/rc/clk?jk=39694452270cb464&fccid=734cb5a01ee60f80&vjs=3,Data Analyst,Microsoft,N/A,Posted8 days ago
17,https://in.indeed.com/rc/clk?jk=427ae7ce96093554&fccid=9e215d88a6b33622&vjs=3,newEncore - Python Developer - Analyst,Deloitte,N/A,Posted8 days ago
18,https://in.indeed.com/company/PTS-Consulting-Services/jobs/Business-Analyst-723b0cba5fcc1d3a?fccid=0b763032f84fc180&vjs=3,newBusiness Analyst,PTS Consulting Services,"₹25,302 - ₹50,251 a month",Posted8 days ago
19,https://in.indeed.com/company/Neolytix-LLC/jobs/Business-Analyst-28ebceeeb3708b25?fccid=8371c65b13ed135f&vjs=3,Business Analyst / Business Reporting / Analyst,Neolytix,"₹5,00,000 - ₹12,00,000 a year",Posted8 days ago
20,https://in.indeed.com/rc/clk?jk=71d855bd1dd3c1a5&fccid=d3ee4a7355a0fb60&vjs=3,"newData Analyst, India",Criteo,N/A,Posted8 days ago
21,https://in.indeed.com/rc/clk?jk=007fe788d143e8a0&fccid=37e886222e0cbb3a&vjs=3,"newData Analyst , ekaterra (Process Analytics & Technology)",Unilever,N/A,Posted8 days ago
22,https://in.indeed.com/company/BTC/jobs/Data-Analyst-6394378df8e8996c?fccid=f1a69240ddf3cc5d&vjs=3,Data Analyst,BTC,"₹3,50,000 - ₹4,00,000 a year",Posted8 days ago
23,https://in.indeed.com/rc/clk?jk=92e9871ebeea28f1&fccid=aaf3b433897ea465&vjs=3,newData Transformation (Alteryx) - Analyst,"JPMorgan Chase Bank, N.A.",N/A,Posted8 days ago
24,https://in.indeed.com/rc/clk?jk=eff65e6d9acc874b&fccid=9e857da74fe8bb4a&vjs=3,Data Analyst,Kelly Services Internal,N/A,Posted8 days ago
25,https://in.indeed.com/rc/clk?jk=9e2baf76a6ac159c&fccid=826e3656e2cddbed&vjs=3,Business/Data Analyst,Applied Research Works,N/A,Posted8 days ago
26,https://in.indeed.com/rc/clk?jk=d5c7f568eb3ff2a3&fccid=057abf3fd357e717&vjs=3,newData Analyst - MarTech,Barclays,N/A,Posted8 days ago
27,https://in.indeed.com/rc/clk?jk=c97399460832fa7b&fccid=f20d33f7cc2e0175&vjs=3,Data Analyst,Lithium Urban Technologies,N/A,Posted8 days ago
28,https://in.indeed.com/company/Onsite/jobs/Data-Analyst-9f6e79344ba014e8?fccid=484cc6ef77d851f7&vjs=3,newData Analyst,Onsite,"₹4,00,000 - ₹7,00,000 a year",Posted8 days ago
29,https://in.indeed.com/rc/clk?jk=92443289d3367161&fccid=aaf3b433897ea465&vjs=3,newBusiness Analytics - Data Analyst,"JPMorgan Chase Bank, N.A.",N/A,Posted8 days ago
30,https://in.indeed.com/rc/clk?jk=8a86a5df8898ee91&fccid=a2faf1301ac6ad4b&vjs=3,Data Analyst,Bosch Group,N/A,Posted15 days ago
31,https://in.indeed.com/company/The-Better-India/jobs/Data-Insight-Analyst-206300abd65e4b7c?fccid=32928cf73b1f7855&vjs=3,Data Insights Analyst (Remote),The Better India,N/A,Posted15 days ago
32,https://in.indeed.com/company/AXEL/jobs/Data-Analyst-416f79a4ecd1a6d6?fccid=689eb2ebbfd61651&vjs=3,Data Analyst,AXEL,"₹25,000 - ₹35,000 a month",Posted15 days ago
33,https://in.indeed.com/rc/clk?jk=3189fc0810f664a8&fccid=c8e55b1b92c9854c&vjs=3,Lead Data Analyst,Flipkart,N/A,Posted15 days ago
34,https://in.indeed.com/rc/clk?jk=72f6a31dc9fbc9cc&fccid=aaf3b433897ea465&vjs=3,newReference Data Analyst,"JPMorgan Chase Bank, N.A.",N/A,Posted15 days ago
35,https://in.indeed.com/rc/clk?jk=7d4dc342f2239db5&fccid=8d25321c1defe73f&vjs=3,Data Analyst,Wipro Limited,N/A,Posted15 days ago
36,https://in.indeed.com/rc/clk?jk=122ccfea3657c74e&fccid=1544766d4c2915b0&vjs=3,Analyst - Tech Consulting - National - Data & Analytics - Ba...,EY,N/A,Posted15 days ago
